frase,sentimento
"A falta de você me faz sentir uma dor que não consigo aliviar.", tristeza
"Eu sinto uma grande solidão sem a sua companhia.", tristeza
"A sua ausência deixa um buraco imenso no meu coração.", tristeza
"Sinto falta da maneira como você fazia tudo parecer melhor.", tristeza
"A tristeza que sinto pela sua falta é difícil de suportar.", tristeza
"Eu me sinto desamparado sem você ao meu lado.", tristeza
"A falta de você é uma constante fonte de tristeza para mim.", tristeza
"Sinto uma dor profunda sempre que penso em como era antes de você partir.", tristeza
"A saudade que tenho de você é um lembrete constante da sua ausência.", tristeza
"Eu me sinto triste por não poder compartilhar mais momentos com você.", tristeza
"A falta da sua presença torna meus dias mais sombrios.", tristeza
"Sinto uma tristeza imensa ao lembrar dos tempos que passamos juntos.", tristeza
"A sua ausência é um lembrete constante do que perdi.", tristeza
"Sinto um vazio profundo por não ter você aqui.", tristeza
"A tristeza que sinto pela sua falta é uma constante na minha vida.", tristeza

"Estou tão irritado.", raiva
"Isso é completamente inaceitável.", raiva
"Estou farto dessa situação.", raiva
"Isso me deixa furioso.", raiva
"Estou extremamente bravo.", raiva
"Isso é um absurdo.", raiva
"Estou com tanta raiva agora.", raiva
"Isso me faz perder a paciência.", raiva
"Estou revoltado com isso.", raiva
"Isso é completamente injusto.", raiva
"Estou tão frustrado.", raiva
"Isso me faz sentir raiva intensa.", raiva
"Estou irritado com essa situação.", raiva
"Isso me faz sentir um ódio profundo.", raiva
"Estou com um sentimento de indignação.", raiva
"Isso me deixa extremamente irritado.", raiva
"Estou em fúria.", raiva
"Isso é muito irritante.", raiva
"Estou com uma raiva imensa.", raiva
"Isso me causa uma irritação intensa.", raiva
"Estou profundamente zangado.", raiva
"Isso me faz sentir um ódio enorme.", raiva
"Estou irritado e frustrado.", raiva
"Isso me deixa completamente furioso.", raiva
"Estou tão irritado com isso.", raiva
"Isso me faz sentir uma raiva intensa.", raiva
"Estou completamente enfurecido.", raiva
"Isso é um desrespeito.", raiva
"Estou com raiva e indignado.", raiva
"Isso me faz sentir uma fúria imensa.", raiva
"Estou furioso com a situação.", raiva
"Isso me deixa revoltado.", raiva
"Estou extremamente aborrecido com isso.", raiva
"Isso é totalmente frustrante.", raiva
"Estou com uma raiva feroz.", raiva
"Isso me faz sentir um ódio imenso.", raiva
"Estou irritado com essa injustiça.", raiva
"Isso é muito perturbador.", raiva
"Estou profundamente irritado.", raiva
"Isso me causa uma grande indignação.", raiva
"Estou com uma raiva muito forte.", raiva
"Isso me deixa completamente furioso.", raiva
"Estou em um estado de fúria.", raiva
"Isso é completamente irritante.", raiva
"Estou tão frustrado com isso.", raiva
"Isso me faz sentir um ódio profundo.", raiva
"Estou profundamente revoltado.", raiva
"Isso me causa uma irritação enorme.", raiva
"Estou com tanta raiva agora.", raiva
"Isso me faz sentir uma raiva intensa.", raiva
"Estou furioso com essa situação.", raiva
"Isso é completamente desrespeitoso.", raiva
"Estou extremamente irritado com isso.", raiva
"Isso me causa uma grande indignação.", raiva
"Estou revoltado e frustrado.", raiva
"Isso me faz sentir um ódio imenso.", raiva
"Estou com raiva e aborrecido.", raiva
"Isso me deixa em fúria.", raiva
"Estou profundamente irritado com isso.", raiva
"Isso é muito irritante para mim.", raiva
"Estou em um estado de raiva intensa.", raiva
"Isso me faz sentir uma grande fúria.", raiva
"Estou tão bravo com a situação.", raiva
"Isso me causa uma irritação profunda.", raiva
"Estou furioso com o que aconteceu.", raiva
"Isso me faz sentir um ódio enorme.", raiva
"Estou irritado e extremamente frustrado.", raiva
"Isso é completamente revoltante.", raiva
"Estou com uma raiva imensa.", raiva
"Isso me faz sentir um desrespeito enorme.", raiva
"Estou em um estado de raiva profunda.", raiva
"Isso me deixa extremamente aborrecido.", raiva
"Estou profundamente furioso.", raiva
"Isso me causa uma grande fúria.", raiva
"Estou revoltado com o que ocorreu.", raiva
"Isso me faz sentir uma irritação intensa.", raiva
"Estou tão irritado com isso.", raiva
"Isso me causa um ódio profundo.", raiva
"Estou extremamente irritado e frustrado.", raiva
"Isso é completamente desrespeitoso para mim.", raiva
"Estou em um estado de fúria.", raiva
"Isso me faz sentir uma grande indignação.", raiva
"Estou com uma raiva imensa.", raiva
"Isso me deixa completamente irritado.", raiva
"Estou furioso e desrespeitado.", raiva
"Isso é muito perturbador para mim.", raiva
"Estou profundamente irritado com isso.", raiva
"Isso me causa uma grande raiva.", raiva
"Estou com uma fúria intensa.", raiva
"Isso me faz sentir um ódio profundo.", raiva
"Estou irritado e completamente frustrado.", raiva
"Isso é totalmente inaceitável.", raiva
"Estou em um estado de raiva profunda.", raiva
"Isso me deixa furioso e indignado.", raiva
"Estou profundamente aborrecido com isso.", raiva
"Isso me faz sentir uma grande raiva.", raiva
"Estou revoltado com o que aconteceu.", raiva
"Isso me causa um ódio intenso.", raiva
"Estou extremamente irritado com a situação.", raiva
"Isso me faz sentir uma grande indignação.", raiva
"Estou tão furioso com isso.", raiva
"Isso é completamente irritante.", raiva
"Estou profundamente frustrado e revoltado.", raiva
"Isso me faz sentir um desrespeito enorme.", raiva
"Estou com uma raiva intensa.", raiva
"Isso me deixa completamente irritado.", raiva
"Estou furioso com a situação atual.", raiva
"Isso me causa uma grande irritação.", raiva
"Estou revoltado e indignado com isso.", raiva
"Isso me faz sentir um ódio profundo e intenso.", raiva
"Estou profundamente irritado e frustrado.", raiva
"Isso é muito perturbador para mim.", raiva
"Estou com uma raiva imensa e intensa.", raiva
"Isso me causa uma grande indignação e raiva.", raiva
"Estou furioso com a situação atual.", raiva
"Isso me faz sentir uma profunda irritação.", raiva
"Estou profundamente revoltado com isso.", raiva
"Isso é completamente desrespeitoso para mim.", raiva
"Estou com tanta raiva agora.", raiva
"Isso me causa uma grande fúria.", raiva
"Estou irritado e completamente frustrado.", raiva
"Isso me faz sentir uma raiva intensa e profunda.", raiva
"Estou em um estado de raiva imensa.", raiva
"Isso me deixa profundamente irritado.", raiva
"Estou furioso e indignado com a situação.", raiva
"Isso me faz sentir um grande ódio.", raiva
"Estou desrespeitado e extremamente irritado.", raiva
"Isso me causa uma grande fúria e indignação.", raiva
"Estou tão frustrado com isso.", raiva
"Isso me faz sentir uma profunda raiva e ódio.", raiva
"Estou profundamente irritado e desrespeitado.", raiva
"Isso é totalmente revoltante e frustrante.", raiva
"Estou com uma raiva intensa e imensa.", raiva
"Isso me causa um grande sentimento de indignação.", raiva
"Estou em um estado de furia e raiva.", raiva
"Isso me faz sentir uma profunda irritação e ódio.", raiva
"Estou profundamente frustrado e irritado.", raiva
"Isso me deixa com uma raiva imensa.", raiva
"Estou furioso e completamente desrespeitado.", raiva
"Isso me causa uma grande fúria e raiva.", raiva
"Estou irritado e extremamente aborrecido.", raiva
"Isso me faz sentir uma grande indignação.", raiva
"Estou com uma raiva imensa e profunda.", raiva
"Isso me causa um profundo desrespeito e ódio.", raiva
"Estou profundamente revoltado com a situação.", raiva
"Isso me faz sentir uma grande raiva e frustração.", raiva
"Estou com tanta raiva agora.", raiva
"Isso é completamente irritante e desrespeitoso.", raiva
"Estou furioso e desanimado com isso.", raiva
"Isso me causa uma profunda irritação e indignação.", raiva
"Estou com uma raiva intensa e imensa.", raiva
"Isso me faz sentir um grande ódio e frustração.", raiva
"Estou irritado e completamente frustrado com isso.", raiva
"Isso me causa um profundo sentimento de raiva e indignação.", raiva
"Estou em um estado de raiva e desrespeito.", raiva
"Isso me faz sentir uma grande fúria e ódio.", raiva
"Estou profundamente aborrecido e frustrado.", raiva
"Isso é muito perturbador e irritante.", raiva
"Estou com uma raiva imensa e intensa.", raiva
"Isso me causa uma grande frustração e desrespeito.", raiva
"Estou furioso e sem paciência para isso.", raiva
"Isso me faz sentir uma profunda raiva e indignação.", raiva
"Estou profundamente irritado e revoltado.", raiva
"Isso me causa um grande ódio e frustração.", raiva
"Estou tão bravo e irritado com isso.", raiva
"Isso me faz sentir um profundo desrespeito.", raiva
"Estou em um estado de raiva intensa.", raiva
"Isso é completamente revoltante e desrespeitoso.", raiva
"Estou com uma raiva profunda e imensa.", raiva
"Isso me causa uma grande irritação e fúria.", raiva
"Estou profundamente frustrado e irritado com isso.", raiva
"Isso me faz sentir um grande ódio e indignação.", raiva
"Estou furioso e completamente desrespeitado.", raiva
"Isso me causa uma grande frustração e raiva.", raiva
"Estou em um estado de raiva e fúria.", raiva
"Isso me faz sentir um profundo desrespeito e ódio.", raiva
"Estou profundamente irritado com a situação atual.", raiva
"Isso me causa uma grande indignação e fúria.", raiva
"Estou furioso e sem paciência para isso.", raiva
"Isso me faz sentir um grande ódio e frustração.", raiva
"Estou com uma raiva intensa e profunda.", raiva
"Isso é completamente irritante e desrespeitoso.", raiva
"Estou profundamente frustrado e revoltado com isso.", raiva
"Isso me causa uma grande raiva e fúria.", raiva
"Estou tão irritado com isso.", raiva
"Isso me faz sentir um profundo sentimento de desrespeito e raiva.", raiva
"Estou em um estado de raiva e frustração.", raiva
"Isso me causa uma grande indignação e raiva.", raiva
"Estou furioso e emocionalmente desrespeitado.", raiva
"Isso me faz sentir uma grande fúria e ódio.", raiva
"Estou profundamente irritado e frustrado com isso.", raiva
"Isso me causa uma grande raiva e desrespeito.", raiva
"Estou com uma raiva imensa e profunda.", raiva
"Isso me faz sentir um profundo desrespeito e indignação.", raiva
"Estou tão irritado e frustrado com isso.", raiva
"Isso me causa uma grande fúria e irritação.", raiva
"Estou em um estado de raiva e desrespeito.", raiva
"Isso me faz sentir uma grande raiva e ódio.", raiva
"Estou profundamente revoltado e irritado.", raiva
"Isso me causa uma grande indignação e desrespeito.", raiva
"Estou furioso e com uma raiva intensa.", raiva
"Isso me faz sentir um profundo desrespeito e frustração.", raiva
"Estou em um estado de raiva profunda e imensa.", raiva
"Isso me causa uma grande irritação e indignação.", raiva
"Estou profundamente aborrecido e frustrado com isso.", raiva
"Isso me faz sentir um grande ódio e frustração.", raiva
"Estou furioso e sem paciência para isso.", raiva
"Isso me causa um profundo sentimento de raiva e desrespeito.", raiva
"Estou com uma raiva intensa e imensa.", raiva
"Isso me faz sentir um grande desrespeito e indignação.", raiva
"Estou profundamente irritado e desrespeitado.", raiva
"Isso me causa uma grande fúria e raiva.", raiva
"Estou tão irritado com isso.", raiva
"Isso me faz sentir um profundo desrespeito e indignação.", raiva
"Estou em um estado de raiva e fúria.", raiva
"Isso me causa uma grande raiva e desrespeito.", raiva
"Estou furioso e sem paciência para lidar com isso.", raiva
"Isso me faz sentir uma grande indignação e frustração.", raiva
"Estou profundamente irritado e revoltado.", raiva
"Isso é completamente desrespeitoso e irritante.", raiva
"Estou com uma raiva intensa e profunda.", raiva
"Isso me causa uma grande frustração e ódio.", raiva
"Estou em um estado de raiva e desrespeito.", raiva
"Isso me faz sentir um profundo desrespeito e raiva.", raiva
"Estou furioso e completamente desrespeitado.", raiva
"Isso me causa uma grande indignação e frustração.", raiva
